incident_id	incident_datetime	incident_type_primary	latitude	longitude	hour_of_day	day_of_week	
833983179	08/30/2017 07:39:14 AM	VEHICLE STOP	37.36606261	-122.1141075	7	Wednesday	
833983180	08/30/2017 07:37:42 AM	VEHICLE STOP	37.28053776	-122.0313775	7	Wednesday	
833983182	08/30/2017 07:32:46 AM	VEHICLE STOP	37.33770841	-122.0491992	7	Wednesday	
833983183	08/30/2017 07:31:03 AM	VEHICLE STOP	37.28053776	-122.0313775	7	Wednesday	
833983185	08/30/2017 07:15:21 AM	VEHICLE ACCIDENT, PROPERTY DAMAGE	37.00957973	-121.5138253	7	Wednesday	
833983187	08/30/2017 07:13:44 AM	T/C, MAJOR INJURIES	37.31990407	-121.8644192	7	Wednesday	
833983188	08/30/2017 07:01:58 AM	TRAFFIC HAZARD	37.36219966	-121.8348412	7	Wednesday	
833983191	08/30/2017 06:11:58 AM	TRAFFIC HAZARD	37.32310426	-121.9947603	6	Wednesday	
833983192	08/30/2017 05:17:43 AM	ALARM, SILENT	37.08978986	-121.5955475	5	Wednesday	
833983193	08/30/2017 04:53:21 AM	ABANDONED VEHICLE	37.32441711	-121.9307443	4	Wednesday	
833983194	08/30/2017 04:41:16 AM	VEHICLE STOP	37.30103231	-122.0311784	4	Wednesday	
833983197	08/30/2017 03:24:31 AM	ALARM, AUDIBLE	37.35990291	-122.1207534	3	Wednesday	
833983201	08/30/2017 02:10:03 AM	PEDESTRIAN STOP	36.99136088	-121.5538108	2	Wednesday	
833983202	08/30/2017 01:59:45 AM	PEDESTRIAN STOP	37.2513115	-121.8741634	1	Wednesday	
833983204	08/30/2017 01:58:01 AM	VEHICLE STOP	37.35660158	-121.8048403	1	Wednesday	
833983205	08/30/2017 01:47:54 AM	DISTURBANCE	37.3375917	-122.0388765	1	Wednesday	
833983207	08/30/2017 01:34:26 AM	VEHICLE STOP	37.36256067	-121.823836	1	Wednesday	
833983208	08/30/2017 01:31:14 AM	PEDESTRIAN STOP	37.33756722	-122.0352984	1	Wednesday	
833983209	08/30/2017 01:29:40 AM	PEDESTRIAN STOP	37.29393855	-122.0312738	1	Wednesday	
833983212	08/30/2017 01:26:26 AM	PEDESTRIAN STOP	37.33759835	-122.0402527	1	Wednesday	
833983213	08/30/2017 01:25:07 AM	ALARM, AUDIBLE	37.27474841	-122.0661809	1	Wednesday	
833983216	08/30/2017 01:09:01 AM	PEDESTRIAN STOP	37.32292839	-122.0403631	1	Wednesday	
833983218	08/30/2017 01:01:53 AM	FIREARMS DISCHARGED	37.07772319	-121.5709987	1	Wednesday	
833983219	08/30/2017 12:58:41 AM	VEHICLE STOP	37.32303497	-122.0023255	0	Wednesday	
833983220	08/30/2017 12:58:06 AM	VEHICLE STOP	37.34311849	-122.0309056	0	Wednesday	
833983221	08/30/2017 12:56:50 AM	VEHICLE STOP	37.35629648	-121.8181165	0	Wednesday	
833983223	08/30/2017 12:39:14 AM	VEHICLE STOP	37.34311849	-122.0309056	0	Wednesday	
833983224	08/30/2017 12:38:21 AM	ALARM, AUDIBLE	37.28353081	-121.9966161	0	Wednesday	
833983226	08/30/2017 12:28:50 AM	DISTURBANCE	37.26502691	-122.0310943	0	Wednesday	
833983228	08/30/2017 12:23:08 AM	VEHICLE STOP	37.33774385	-122.0676045	0	Wednesday	
833983229	08/30/2017 12:21:38 AM	PEDESTRIAN STOP	37.29449682	-121.8718629	0	Wednesday	
833983230	08/30/2017 12:17:06 AM	UNKNOWN TYPE 911 CALL	37.3253461	-121.929799	0	Wednesday	
833983231	08/30/2017 12:04:30 AM	ALARM	37.32601233	-122.0470994	0	Wednesday	
833983232	08/30/2017 12:02:26 AM	VEHICLE STOP	37.34128934	-122.0131165	0	Wednesday	
833983235	08/29/2017 11:52:31 PM	VEHICLE STOP	37.35951539	-121.8132527	23	Tuesday	
833983236	08/29/2017 11:47:53 PM	Other	37.08604175	-121.6059148	23	Tuesday	
833983238	08/29/2017 11:40:23 PM	VEHICLE STOP	37.2394376	-121.9320738	23	Tuesday	
833983239	08/29/2017 11:33:23 PM	VEHICLE STOP	37.32343309	-121.9176903	23	Tuesday	
833983242	08/29/2017 11:05:39 PM	VEHICLE STOP	37.40171005	-121.9078838	23	Tuesday	
833983243	08/29/2017 10:44:48 PM	PEDESTRIAN STOP	37.3234757	-121.9239163	22	Tuesday	
833983245	08/29/2017 10:27:46 PM	WELFARE CHECK	37.33822603	-121.8893843	22	Tuesday	
833983246	08/29/2017 10:24:34 PM	WELFARE CHECK	37.32698296	-121.926666	22	Tuesday	
833983249	08/29/2017 10:15:20 PM	VEHICLE BURGLARY	37.43596342	-122.1615715	22	Tuesday	
833983250	08/29/2017 10:11:46 PM	PEDESTRIAN STOP	37.32931099	-121.9024266	22	Tuesday	
833983252	08/29/2017 10:04:13 PM	PEDESTRIAN STOP	37.32922473	-121.9009116	22	Tuesday	
833983256	08/29/2017 10:00:23 PM	MISSING PERSON	37.10497627	-121.6609927	22	Tuesday	
833983257	08/29/2017 09:34:40 PM	PEDESTRIAN STOP	37.32922473	-121.9009116	21	Tuesday	
833983260	08/29/2017 09:27:08 PM	Other	37.35751586	-121.8085724	21	Tuesday	
833983263	08/29/2017 09:22:25 PM	Other	37.32922473	-121.9009116	21	Tuesday	
833983266	08/29/2017 09:11:14 PM	Other	37.35150652	-121.8345813	21	Tuesday	
833983269	08/29/2017 08:51:18 PM	Other	37.35331397	-121.8374693	20	Tuesday	
833983270	08/29/2017 08:49:16 PM	WELFARE CHECK	37.35859331	-121.8146473	20	Tuesday	
833983276	08/29/2017 08:27:19 PM	VEHICLE STOP	37.3229903	-122.0130555	20	Tuesday	
833983277	08/29/2017 08:22:56 PM	MEET THE CITIZEN	37.29617713	-122.0312853	20	Tuesday	
833983278	08/29/2017 08:20:28 PM	DOMESTIC VIOLENCE	37.23736292	-121.9610291	20	Tuesday	
833983280	08/29/2017 08:18:57 PM	VEHICLE STOP	37.40655905	-121.9419595	20	Tuesday	
833983282	08/29/2017 08:03:58 PM	RAPE	37.29617713	-122.0312853	20	Tuesday	
833983284	08/29/2017 07:58:07 PM	Other	37.39515165	-121.8805287	19	Tuesday	
833983286	08/29/2017 07:51:56 PM	ABANDONED VEHICLE	37.31493529	-121.9309411	19	Tuesday	
833983287	08/29/2017 07:48:58 PM	VEHICLE STOP	37.00196371	-121.5598155	19	Tuesday	
833983289	08/29/2017 07:42:12 PM	ALARM, AUDIBLE	37.26405481	-121.9953672	19	Tuesday	
833983293	08/29/2017 07:23:04 PM	THEFT	37.32292916	-122.0394689	19	Tuesday	
833983297	08/29/2017 07:17:00 PM	VEHICLE STOP	37.19888593	-121.9911812	19	Tuesday	
833983300	08/29/2017 07:02:23 PM	Other	36.99788197	-121.7153241	19	Tuesday	
833983301	08/29/2017 07:01:34 PM	SEX OFFENSES	37.36766842	-121.7693126	19	Tuesday	
833983302	08/29/2017 06:55:29 PM	ALARM, SILENT	37.33767858	-122.0642662	18	Tuesday	
833983304	08/29/2017 06:42:09 PM	PARKING VIOLATION	37.32663256	-122.0438102	18	Tuesday	
833983305	08/29/2017 06:35:26 PM	ABANDONED VEHICLE	37.3947535	-121.8680935	18	Tuesday	
833983306	08/29/2017 06:34:21 PM	Other	37.16657597	-121.5995193	18	Tuesday	
833983309	08/29/2017 06:28:30 PM	ALARM, SILENT	37.31933153	-122.028286	18	Tuesday	
833983314	08/29/2017 06:15:22 PM	VEHICLE ACCIDENT, PROPERTY DAMAGE	37.32307327	-122.0001939	18	Tuesday	
833983316	08/29/2017 06:00:59 PM	VEHICLE ACCIDENT, PROPERTY DAMAGE	37.27988042	-122.003246	18	Tuesday	
833983317	08/29/2017 05:56:49 PM	ABANDONED VEHICLE	37.19887717	-121.9918677	17	Tuesday	
833983322	08/29/2017 05:40:10 PM	DISTURBANCE	37.37761305	-121.8306423	17	Tuesday	
833983323	08/29/2017 05:39:11 PM	ALARM, AUDIBLE	37.04867308	-121.5450215	17	Tuesday	
833983324	08/29/2017 05:36:04 PM	VEHICLE STOP	37.32585048	-122.0132166	17	Tuesday	
833983326	08/29/2017 05:33:13 PM	VEHICLE ACCIDENT, PROPERTY DAMAGE	37.33442013	-122.0312434	17	Tuesday	
833983327	08/29/2017 05:29:42 PM	VEHICLE STOP	37.37692382	-121.9118909	17	Tuesday	
833983329	08/29/2017 05:26:54 PM	TRAFFIC HAZARD	37.23624552	-121.9026061	17	Tuesday	
833983330	08/29/2017 05:25:34 PM	Other	37.30996424	-121.8333238	17	Tuesday	
833983332	08/29/2017 05:18:12 PM	STRONG ARMED ROBBERY	37.36592955	-121.9072093	17	Tuesday	
833983335	08/29/2017 05:07:31 PM	Other	37.30311458	-121.8005027	17	Tuesday	
833983337	08/29/2017 04:51:31 PM	DISTURBANCE	37.30546282	-121.8500577	16	Tuesday	
833983338	08/29/2017 04:47:57 PM	DISTURBANCE, FAMILY	37.08706047	-121.6143294	16	Tuesday	
833983339	08/29/2017 04:45:15 PM	VEHICLE STOP	37.41690459	-121.9170895	16	Tuesday	
833983342	08/29/2017 04:39:48 PM	DISTURBANCE	37.3230048	-122.0093757	16	Tuesday	
833983343	08/29/2017 04:38:15 PM	UNKNOWN TYPE 911 CALL	37.3230048	-122.0093757	16	Tuesday	
833983344	08/29/2017 04:29:56 PM	WELFARE CHECK	37.25364267	-121.9507292	16	Tuesday	
833983345	08/29/2017 04:24:25 PM	HIT AND RUN  PROPERTY DAMAGE ONLY	37.32295466	-122.0221692	16	Tuesday	
833983347	08/29/2017 04:22:46 PM	PEDESTRIAN STOP	37.28424436	-121.8132714	16	Tuesday	
833983348	08/29/2017 04:21:23 PM	THEFT	37.22591778	-121.9677441	16	Tuesday	
833983350	08/29/2017 04:18:08 PM	PETTY THEFT	37.42812952	-122.1551284	16	Tuesday	
833983352	08/29/2017 04:12:10 PM	PEDESTRIAN STOP	37.34232803	-121.7208234	16	Tuesday	
833983353	08/29/2017 04:11:06 PM	WELFARE CHECK	37.26691624	-121.9919876	16	Tuesday	
833983356	08/29/2017 03:50:49 PM	Other	37.35751586	-121.8085724	15	Tuesday	
833983362	08/29/2017 03:36:50 PM	DISTURBANCE, JUVENILE	37.31815461	-122.0672624	15	Tuesday	
833983363	08/29/2017 03:36:37 PM	Other	37.3184544	-121.9459	15	Tuesday	
833983366	08/29/2017 03:34:37 PM	VEHICLE STOP	37.25608068	-121.9545908	15	Tuesday	
833983367	08/29/2017 03:33:24 PM	THEFT	37.29617713	-122.0312853	15	Tuesday	
833983368	08/29/2017 03:30:05 PM	TRAFFIC HAZARD	37.32015958	-121.8763922	15	Tuesday	
833983369	08/29/2017 03:29:20 PM	SEX OFFENSES	37.29280907	-121.999896	15	Tuesday	
833983373	08/29/2017 03:16:18 PM	FORGERY	37.01267925	-121.6505229	15	Tuesday	
833983374	08/29/2017 03:09:11 PM	ASSAULT AND BATTERY	37.41828752	-121.9046494	15	Tuesday	
833983375	08/29/2017 03:03:37 PM	DISTURBANCE, FAMILY	37.32695813	-121.9298299	15	Tuesday	
833983381	08/29/2017 02:50:06 PM	PEDESTRIAN STOP	37.2745021	-121.8608412	14	Tuesday	
833983389	08/29/2017 02:35:33 PM	MEET THE CITIZEN	37.18227481	-121.7602998	14	Tuesday	
833983391	08/29/2017 02:32:08 PM	ASSAULT AND BATTERY	37.30155772	-122.035109	14	Tuesday	
833983393	08/29/2017 02:18:00 PM	VEHICLE STOP	37.36654698	-121.8818584	14	Tuesday	
833983394	08/29/2017 02:17:30 PM	RECOVERED VEHICLE	37.25136667	-121.829668	14	Tuesday	
833983396	08/29/2017 02:15:12 PM	VEHICLE STOP	37.23231669	-121.7708983	14	Tuesday	
833983398	08/29/2017 02:10:40 PM	Other	37.29449682	-121.8718629	14	Tuesday	
833983399	08/29/2017 02:09:37 PM	TRAFFIC HAZARD	37.33022095	-122.0443659	14	Tuesday	
833983401	08/29/2017 02:04:02 PM	PEDESTRIAN STOP	37.29449682	-121.8718629	14	Tuesday	
833983402	08/29/2017 02:01:02 PM	VEHICLE STOP	37.2759187	-122.0073598	14	Tuesday	
833983407	08/29/2017 01:54:14 PM	MEET THE CITIZEN	37.1294763	-121.7932011	13	Tuesday	
833983408	08/29/2017 01:54:03 PM	VEHICLE ACCIDENT, PROPERTY DAMAGE	37.30033586	-122.0442643	13	Tuesday	
833983409	08/29/2017 01:51:18 PM	MEET THE CITIZEN	37.29617713	-122.0312853	13	Tuesday	
833983411	08/29/2017 01:45:10 PM	PARKING VIOLATION	37.31653145	-122.0494825	13	Tuesday	
833983412	08/29/2017 01:44:28 PM	Other	37.33833445	-121.9580153	13	Tuesday	
833983413	08/29/2017 01:42:36 PM	ALARM, AUDIBLE	37.29259665	-122.0140563	13	Tuesday	
833983414	08/29/2017 01:39:31 PM	Other	37.24776406	-121.8627599	13	Tuesday	
833983416	08/29/2017 01:34:44 PM	RECKLESS DRIVING	37.08885474	-121.5983109	13	Tuesday	
833983417	08/29/2017 01:33:49 PM	MEET THE CITIZEN	37.30155772	-122.035109	13	Tuesday	
833983418	08/29/2017 01:29:08 PM	ALARM, AUDIBLE	37.09767406	-121.588085	13	Tuesday	
833983419	08/29/2017 01:28:47 PM	PEDESTRIAN STOP	37.0635639	-121.5694941	13	Tuesday	
833983421	08/29/2017 01:24:01 PM	VEHICLE STOP	37.3532042	-122.1067071	13	Tuesday	
833983424	08/29/2017 01:17:59 PM	DISTURBANCE, NEIGHBOR	37.37559697	-121.8260289	13	Tuesday	
833983425	08/29/2017 01:14:46 PM	VEHICLE ACCIDENT, UNKNOWN INJURIES	37.34654938	-121.9403197	13	Tuesday	
833983426	08/29/2017 01:11:57 PM	VEHICLE STOP	37.3229903	-122.0130555	13	Tuesday	
833983427	08/29/2017 01:05:26 PM	Other	37.31193934	-121.8772381	13	Tuesday	
833983429	08/29/2017 12:56:15 PM	Other	37.38889173	-121.9857155	12	Tuesday	
833983430	08/29/2017 12:53:08 PM	DRUNK IN PUBLIC	37.33630431	-121.8879038	12	Tuesday	
833983432	08/29/2017 12:43:24 PM	ABANDONED VEHICLE	37.36756523	-121.816285	12	Tuesday	
833983433	08/29/2017 12:40:43 PM	RECOVERED VEHICLE	37.32529902	-121.8857045	12	Tuesday	
833983435	08/29/2017 12:34:28 PM	ALARM, AUDIBLE	37.38026935	-122.1333805	12	Tuesday	
833983436	08/29/2017 12:27:41 PM	ALARM, AUDIBLE	37.26751392	-122.0289113	12	Tuesday	
833983437	08/29/2017 12:26:02 PM	DISTURBANCE	37.38889173	-121.9857155	12	Tuesday	
833983438	08/29/2017 12:24:56 PM	RECOVERED VEHICLE	37.35971783	-121.907987	12	Tuesday	
833983439	08/29/2017 12:21:36 PM	VEHICLE ACCIDENT, PROPERTY DAMAGE	37.35467928	-121.8501558	12	Tuesday	
833983440	08/29/2017 12:10:49 PM	TRAFFIC HAZARD	37.37714679	-122.1252236	12	Tuesday	
833983445	08/29/2017 12:01:06 PM	TRAFFIC CONTROL	37.35716312	-121.9336081	12	Tuesday	
833983446	08/29/2017 12:00:22 PM	ABANDONED VEHICLE	37.3670624	-121.8170332	12	Tuesday	
833983448	08/29/2017 11:50:48 AM	DISTURBANCE, NEIGHBOR	37.38591862	-122.1273422	11	Tuesday	
833983449	08/29/2017 11:48:24 AM	WELFARE CHECK	37.30898455	-121.9379797	11	Tuesday	
833983451	08/29/2017 11:45:21 AM	VEHICLE STOP	37.09158631	-121.5908424	11	Tuesday	
833983452	08/29/2017 11:45:05 AM	ABANDONED VEHICLE	37.37423177	-121.8270027	11	Tuesday	
833983454	08/29/2017 11:35:24 AM	PEDESTRIAN STOP	37.24979135	-121.9302104	11	Tuesday	
833983458	08/29/2017 11:23:18 AM	THEFT	37.3760553	-121.8202205	11	Tuesday	
833983459	08/29/2017 11:22:01 AM	VEHICLE STOP	36.97645794	-121.5673291	11	Tuesday	
833983460	08/29/2017 11:18:04 AM	MEET THE CITIZEN	37.29617713	-122.0312853	11	Tuesday	
833983462	08/29/2017 11:15:20 AM	WELFARE CHECK	37.07039392	-121.5918708	11	Tuesday	
833983467	08/29/2017 11:00:27 AM	UNKNOWN TYPE 911 CALL	37.38610399	-121.9266252	11	Tuesday	
833983470	08/29/2017 10:54:11 AM	ABANDONED VEHICLE	37.28238838	-122.0047402	10	Tuesday	
833983473	08/29/2017 10:50:13 AM	PETTY THEFT	37.42421822	-122.1593813	10	Tuesday	
833983475	08/29/2017 10:44:27 AM	BURGLARY (460)	37.36358179	-121.82	10	Tuesday	
833983479	08/29/2017 10:30:59 AM	DRIVER W/EXPIRED DL, VEHICLE TOWED	37.36841031	-121.8249033	10	Tuesday	
833983480	08/29/2017 10:29:43 AM	ABANDONED VEHICLE	37.36841031	-121.8249033	10	Tuesday	
833983484	08/29/2017 10:22:52 AM	ASSAULT AND BATTERY	37.31087761	-121.9336832	10	Tuesday	
833983486	08/29/2017 10:13:08 AM	ALARM, AUDIBLE	37.25891446	-121.9386666	10	Tuesday	
833983488	08/29/2017 10:10:24 AM	MEET THE CITIZEN	37.35744343	-122.1478156	10	Tuesday	
833983491	08/29/2017 10:05:07 AM	VEHICLE STOP	37.07229515	-121.5865171	10	Tuesday	
833983497	08/29/2017 09:51:29 AM	Other	37.32585048	-122.0132166	9	Tuesday	
833983498	08/29/2017 09:47:22 AM	ASSAULT AND BATTERY	37.41828752	-121.9046494	9	Tuesday	
833983499	08/29/2017 09:43:33 AM	ABANDONED VEHICLE	37.31397913	-121.9334332	9	Tuesday	
833983502	08/29/2017 09:30:05 AM	PARKING VIOLATION	37.36513734	-121.8199243	9	Tuesday	
833983505	08/29/2017 09:12:56 AM	HANDICAPPED PARKING VIOLATION	37.28127248	-122.0017959	9	Tuesday	
833983511	08/29/2017 09:04:02 AM	VEHICLE STOP	37.3253261	-121.9307617	9	Tuesday	
833983512	08/29/2017 09:02:46 AM	UNKNOWN TYPE 911 CALL	37.30180058	-122.0494179	9	Tuesday	
833983513	08/29/2017 09:02:12 AM	VANDALISM TO A VEHICLE	37.31625919	-121.9349901	9	Tuesday	
833983523	08/29/2017 08:14:46 AM	THEFT	37.29617713	-122.0312853	8	Tuesday	
833983526	08/29/2017 08:12:58 AM	VEHICLE STOP	37.09531744	-121.580679	8	Tuesday	
833983531	08/29/2017 07:59:50 AM	VEHICLE STOP	36.97645794	-121.5673291	7	Tuesday	
833983534	08/29/2017 07:25:45 AM	UNKNOWN TYPE 911 CALL	37.33822603	-121.8893843	7	Tuesday	
833983536	08/29/2017 07:16:18 AM	VEHICLE ACCIDENT, PROPERTY DAMAGE, CO VE	37.35228745	-121.9043375	7	Tuesday	
833983538	08/29/2017 07:09:13 AM	THEFT	37.36523022	-121.8718887	7	Tuesday	
833983539	08/29/2017 07:05:54 AM	DISTURBANCE	37.26183646	-121.9241175	7	Tuesday	
833983540	08/29/2017 07:03:36 AM	VEHICLE STOP	37.10270448	-121.6262208	7	Tuesday	
833983546	08/29/2017 06:29:41 AM	UNKNOWN TYPE 911 CALL	37.36179218	-121.9084046	6	Tuesday	
833983548	08/29/2017 06:28:56 AM	ALARM, AUDIBLE	37.10791769	-121.5999962	6	Tuesday	
833983549	08/29/2017 05:58:30 AM	VEHICLE STOP	37.33442013	-122.0312434	5	Tuesday	
833983553	08/29/2017 05:25:03 AM	UNKNOWN TYPE 911 CALL	37.37933431	-121.8345967	5	Tuesday	
833983555	08/29/2017 05:11:09 AM	ALARM, AUDIBLE	37.35808666	-122.1358204	5	Tuesday	
833983561	08/29/2017 04:38:26 AM	VEHICLE STOP	37.29233587	-121.9965173	4	Tuesday	
833983562	08/29/2017 04:16:25 AM	VEHICLE STOP	37.2662127	-122.0197772	4	Tuesday	
833983564	08/29/2017 04:13:08 AM	VEHICLE STOP	37.29403752	-121.9884376	4	Tuesday	
833983566	08/29/2017 03:51:35 AM	VEHICLE STOP	37.27157259	-122.0131495	3	Tuesday	
833983567	08/29/2017 03:21:35 AM	VEHICLE STOP	37.26646749	-121.9306668	3	Tuesday	
833983568	08/29/2017 03:20:55 AM	VEHICLE STOP	37.2427908	-122.0063144	3	Tuesday	
833983570	08/29/2017 03:09:39 AM	TRESPASSING	37.31493529	-121.9309411	3	Tuesday	
833983572	08/29/2017 02:59:14 AM	Other	37.38492933	-122.1643602	2	Tuesday	
833983576	08/29/2017 02:40:53 AM	VEHICLE STOP	37.25894384	-121.9628939	2	Tuesday	
833983577	08/29/2017 02:40:27 AM	THEFT	37.32931099	-121.9024266	2	Tuesday	
833983579	08/29/2017 02:26:32 AM	VEHICLE STOP	37.30289148	-121.979055	2	Tuesday	
833983581	08/29/2017 02:24:23 AM	UNKNOWN TYPE 911 CALL	37.38822919	-121.8121398	2	Tuesday	
833983582	08/29/2017 02:23:14 AM	VEHICLE STOP	37.31508575	-121.9140242	2	Tuesday	
833983585	08/29/2017 02:13:31 AM	VEHICLE STOP	37.29233587	-121.9965173	2	Tuesday	
833983586	08/29/2017 02:11:27 AM	VEHICLE STOP	37.33038673	-122.0133429	2	Tuesday	
833983587	08/29/2017 02:06:49 AM	DISTURBANCE, EXCESSIVE NOISE	37.33764572	-122.0322383	2	Tuesday	
833983588	08/29/2017 01:57:11 AM	TRESPASSING	37.31989349	-121.8886995	1	Tuesday	
833983590	08/29/2017 01:47:06 AM	VEHICLE STOP	37.26481047	-122.0245257	1	Tuesday	
833983591	08/29/2017 01:44:35 AM	VEHICLE STOP	37.3265112	-122.0312877	1	Tuesday	
833983594	08/29/2017 01:23:53 AM	VEHICLE STOP	37.30376341	-122.0313375	1	Tuesday	
833983596	08/29/2017 01:19:36 AM	TRESPASSING	37.41142513	-121.940504	1	Tuesday	
833983598	08/29/2017 01:01:04 AM	VEHICLE STOP	37.31928877	-122.0311397	1	Tuesday	
833983599	08/29/2017 12:52:16 AM	VEHICLE STOP	37.33995911	-121.8594188	0	Tuesday	
833983600	08/29/2017 12:46:25 AM	VEHICLE STOP	37.32488092	-121.8447335	0	Tuesday	
833983603	08/29/2017 12:37:27 AM	DISTURBANCE, UNKNOWN	37.33822603	-121.8893843	0	Tuesday	
833983605	08/29/2017 12:33:50 AM	ALARM, AUDIBLE	37.31771668	-121.9326107	0	Tuesday	
833983606	08/29/2017 12:33:13 AM	PEDESTRIAN STOP	37.32963727	-121.8960351	0	Tuesday	
833983607	08/29/2017 12:31:46 AM	BATTERY	37.41828752	-121.9046494	0	Tuesday	
833983608	08/29/2017 12:16:37 AM	VEHICLE STOP	37.32325841	-121.9745741	0	Tuesday	
833983610	08/29/2017 12:10:12 AM	VEHICLE STOP	37.36929595	-121.8335226	0	Tuesday	
833983613	08/28/2017 11:55:28 PM	VEHICLE STOP	37.32296408	-122.0524362	23	Monday	
833983618	08/28/2017 11:42:50 PM	VEHICLE STOP	37.27988042	-122.003246	23	Monday	
833983619	08/28/2017 11:40:30 PM	DISTURBANCE, EXCESSIVE NOISE	37.33604101	-122.0047198	23	Monday	
833983620	08/28/2017 11:40:21 PM	VEHICLE STOP	37.33483093	-122.0133641	23	Monday	
833983621	08/28/2017 11:30:24 PM	Other	37.27313316	-122.0294042	23	Monday	
833983623	08/28/2017 11:26:02 PM	POSSESSION OF MARIJUANA	37.35842541	-121.8314704	23	Monday	
833983624	08/28/2017 11:14:33 PM	Other	37.26995019	-122.0158319	23	Monday	
833983625	08/28/2017 11:04:31 PM	VEHICLE STOP	37.31729905	-121.9393433	23	Monday	
833983626	08/28/2017 11:02:56 PM	DISTURBANCE, EXCESSIVE NOISE	37.39259771	-121.8296012	23	Monday	
833983627	08/28/2017 11:01:33 PM	VEHICLE STOP	37.3476364	-121.8102228	23	Monday	
833983628	08/28/2017 11:00:39 PM	BATTERY	37.41828752	-121.9046494	23	Monday	
833983631	08/28/2017 10:52:16 PM	ALARM, AUDIBLE	37.33756722	-122.0352984	22	Monday	
833983635	08/28/2017 10:30:51 PM	VEHICLE STOP	37.30103231	-122.0311784	22	Monday	
833983638	08/28/2017 10:16:02 PM	THEFT	37.42308044	-122.1719958	22	Monday	
833983639	08/28/2017 10:07:46 PM	MISSING PERSON	37.07923515	-121.5663582	22	Monday	
833983640	08/28/2017 10:06:52 PM	UNKNOWN TYPE 911 CALL	37.29449682	-121.8718629	22	Monday	
833983641	08/28/2017 09:59:15 PM	RECKLESS DRIVING	37.17652424	-121.6971821	21	Monday	
833983642	08/28/2017 09:59:02 PM	VEHICLE STOP	37.37998506	-121.8423183	21	Monday	
833983648	08/28/2017 09:28:14 PM	VEHICLE STOP	37.39039544	-122.1501953	21	Monday	
833983649	08/28/2017 09:26:38 PM	PEDESTRIAN STOP	37.26597589	-121.8580054	21	Monday	
833983651	08/28/2017 09:23:30 PM	PEDESTRIAN STOP	36.99788197	-121.7153241	21	Monday	
833983654	08/28/2017 09:18:46 PM	PEDESTRIAN STOP	37.30985668	-121.8831143	21	Monday	
833983657	08/28/2017 09:09:24 PM	PEDESTRIAN STOP	37.27438585	-121.861389	21	Monday	
833983658	08/28/2017 09:04:58 PM	FLAG DOWN	37.35228745	-121.9043375	21	Monday	
833983659	08/28/2017 09:02:24 PM	VEHICLE STOP	37.33038673	-122.0133429	21	Monday	
833983661	08/28/2017 09:00:00 PM	DISTURBANCE, MUSIC	37.25216034	-122.003548	21	Monday	
833983662	08/28/2017 08:58:46 PM	VEHICLE STOP	37.28092286	-121.993264	20	Monday	
833983665	08/28/2017 08:54:13 PM	VEHICLE STOP	37.3016628	-121.9261828	20	Monday	
833983666	08/28/2017 08:51:47 PM	VEHICLE STOP	37.30151893	-121.9488732	20	Monday	
833983668	08/28/2017 08:44:56 PM	PEDESTRIAN STOP	37.24031645	-121.787387	20	Monday	
833983670	08/28/2017 08:37:57 PM	HIT AND RUN  PROPERTY DAMAGE ONLY	37.42191241	-121.9113643	20	Monday	
833983671	08/28/2017 08:36:55 PM	PEDESTRIAN STOP	37.28062825	-121.9487091	20	Monday	
833983672	08/28/2017 08:35:52 PM	ALARM, AUDIBLE	37.35599791	-122.0980615	20	Monday	
833983674	08/28/2017 08:33:54 PM	VEHICLE STOP	37.29392633	-122.0282137	20	Monday	
833983675	08/28/2017 08:30:48 PM	VEHICLE STOP	37.27884992	-121.9931882	20	Monday	
833983676	08/28/2017 08:27:36 PM	ASSAULT AND BATTERY	37.37933431	-121.8345967	20	Monday	
833983679	08/28/2017 08:17:04 PM	Other	37.19575851	-121.8346203	20	Monday	
833983680	08/28/2017 08:13:20 PM	VEHICLE STOP	37.28092286	-121.993264	20	Monday	
833983681	08/28/2017 08:06:26 PM	RECKLESS DRIVING	37.40412589	-121.8363827	20	Monday	
833983682	08/28/2017 08:03:21 PM	DISTURBANCE	37.31971284	-122.019455	20	Monday	
833983686	08/28/2017 07:50:28 PM	VEHICLE STOP	37.3229903	-122.0130555	19	Monday	
833983688	08/28/2017 07:47:33 PM	ABANDONED VEHICLE	37.25086409	-121.9244584	19	Monday	
833983692	08/28/2017 07:40:54 PM	THEFT	37.42038856	-122.1683193	19	Monday	
833983693	08/28/2017 07:38:14 PM	PEDESTRIAN STOP	37.30546377	-121.9305191	19	Monday	
833983694	08/28/2017 07:32:22 PM	VEHICLE BURGLARY	37.38889173	-121.9857155	19	Monday	
833983696	08/28/2017 07:20:24 PM	PEDESTRIAN STOP	37.41690459	-121.9170895	19	Monday	
833983700	08/28/2017 06:56:03 PM	HIT AND RUN  PROPERTY DAMAGE ONLY	37.31493529	-121.9309411	18	Monday	
833983702	08/28/2017 06:53:21 PM	VEHICLE STOP	37.32345318	-121.9307258	18	Monday	
833983703	08/28/2017 06:49:21 PM	ALARM, SILENT	37.41965105	-121.938562	18	Monday	
833983706	08/28/2017 06:35:04 PM	PARKING VIOLATION	37.30985668	-121.8831143	18	Monday	
833983707	08/28/2017 06:28:05 PM	STOLEN VEHICLE	37.2743102	-121.9659442	18	Monday	
