230,471688.31,3831795.09,136.54
231,471824.426,3831751.19,135.83
232,471791.93,3831732.29,139.93
233,471704.79,3831767.01,128.4
234,471718.63,3831768.31,129.53
235,471735.973,3831787.944,136
236,471655.42,3831689.02,139.57
237,471649.87,3831709.94,135.67
238,471656.979,3831696.982,143.15
239,471653.1,3831726.62,132.16
240,471661.87,3831730.96,137.85
241,471655.65,3831749.4,136.65
242,471644.342,3831749.047,131.9
243,471641.54,3831763.63,130.36
244,471648.748,3831775.921,138.53
245,471632.7,3831789.89,130.71
246,471630.66,3831779.73,130.07
247,471625.33,3831766.82,130.34
248,471616.22,3831749.9,133.19
249,471670.95,3831707.8,142.59
250,471671.44,3831694.07,142.77
251,471671.25,3831682.76,142.91
252,471686.03,3831668.01,142.54
253,471661.71,3831667.62,144.42
254,471900.55,3831762.54,137.54
255,471885.07,3831759.2,139.3
256,471883.24,3831711.01,140.13
257,471881.07,3831734.22,140.05
258,471867.59,3831729.89,140.43
259,471830.87,3831666.73,137
260,471838.75,3831679.35,131.59
261,471845.04,3831699.4,127.53
262,471942.251,3831809.9,128.05
263,471918.99,3831752.28,138.32
264,471923.288,3831777.888,137.22
265,471938.8,3831767.78,137.5
266,471935.13,3831738.04,137.56
267,471962.89,3831790.09,136.69
268,471961.14,3831770.94,136.81
269,471958.91,3831749.89,136.55
270,471957.16,3831731.31,136.77
271,471984.38,3831795.69,136.03
272,471981.01,3831767.32,136.07
273,471980.721,3831738.349,135.98
274,472021.52,3831805.85,135.31
275,472018.04,3831776.76,135.8
276,472015.5,3831749.89,135.8
277,472012.46,3831724.36,135.81
278,472006.27,3831695.91,136.39
279,472035.31,3831701.41,132.91
280,472039.56,3831687.81,132.38
281,472023.34,3831679.92,132.85
282,472006.46,3831667.97,133.39
283,472000.94,3831804.14,135.45
284,471999.31,3831787.35,135.82
285,471996.11,3831756.78,135.77
286,471992.15,3831728.05,136
287,471965.02,3831697.73,137.37
288,471950.23,3831697.45,137.85
289,471950.89,3831709.17,137.47
290,471928.21,3831713.1,138.12
291,471948.79,3831675.7,132.35
292,471905.65,3831685.29,139.28
293,471887.79,3831685.7,138.83
294,471915.43,3831666.18,137.06
295,471867.319,3831671.22,140
296,471925.36,3831688.07,131.81
297,471933.58,3831677.39,132.53
298,471962.815,3831674.72,132.53
299,471987.35,3831672.53,135.18
300,471985.13,3831667.2,134.16
301,471990.58,3831702.22,136.53
302,471970.16,3831715.91,136.72
303,471948.66,3831718.33,137.17
304,471918.58,3831717.57,138.25
305,471909.45,3831708.95,138.81
306,471894.65,3831698.71,139.19
307,471856.68,3831674.38,137.99
308,471855.91,3831796.22,125.02
309,471898.121,3831799.714,125
310,471902.94,3831800.91,124.66
311,472032.7,3831673.43,132.48
312,471988.869,3831659.066,133.92
313,471933.581,3831658.735,136.29
314,471902.38,3831651.04,137.51
315,471889.76,3831661.4,137.81
316,471876.61,3831650.57,137.77
317,471856.93,3831650.87,137.82
318,471846.77,3831660.76,137.81
319,471828.07,3831649.8,137.84
320,471803.06,3831649.26,138.11
321,471801.14,3831660.2,138.15
322,471777.21,3831649.18,138.56
323,471761.15,3831659.57,138.83
324,471751.54,3831648.6,138.98
325,471736.23,3831648.35,139.32
326,471715.79,3831658.89,139.68
327,471715.07,3831648.2,139.71
328,471691.83,3831647.36,140.03
329,471672.25,3831647.08,140.4
330,471663.92,3831657.87,140.48
331,471649.78,3831647.14,140.27
332,471627.47,3831646.65,140
333,471618.81,3831657.3,139.93
334,471607.84,3831646.92,139.79
335,471592.74,3831648.95,139.56
336,471583.82,3831666.92,139.09
337,471573.58,3831664.34,139.08
338,471581.53,3831675.25,138.84
339,471575.644,3831697.394,138.62
340,471583.69,3831726.76,137.64
341,471578.502,3831742.035,137.41
342,471585.88,3831762.86,136.89
343,471581.714,3831784.351,136.96
344,472021.55,3831524.29,136.55
345,472025.311,3831619.035,135.43
346,471631.81,3831525.855,138.81
347,471508.367,3831757.044,143.6
348,471770.632,3831640.019,141.91
349,471682.642,3831642.473,140.56
350,471682.657,3831638.599,143.88
351,471771.472,3831644.247,138.85
352,471747.574,3831663.216,139.4
353,471708.751,3831661.787,139.97
